Coverage,Date,Description,Rarity,Sense of the Modern,Source,Title,added,collection_id,collection_resource,collection_url,extended_resources_exhibit_pages,featured,files_count,files_resource,files_url,id,item_type_id,item_type_name,item_type_resource,item_type_url,modified,owner_id,owner_resource,owner_url,public,tags,url
None,None,None,None,None,None,Train icon (lines only),2014-11-24T19:35:57+00:00,None,None,None,None,False,1,files,http://ds.haverford.edu/lancasterproject/api/files?item=284,284,None,None,None,None,2014-11-24T19:35:57+00:00,2,users,http://ds.haverford.edu/lancasterproject/api/users/2,False,None,http://ds.haverford.edu/lancasterproject/api/items/284
"POLYGON((-8373439.9704197 4861566.6379605,-8373224.9912777 4861595.3018461,-8373210.6593349 4861442.4277896,-8373435.1931055 4861404.2092755,-8373439.9704197 4861566.6379605))|15|-8373394.5859342|4861804.3093453|osm
St. John's Orphan Asylum",1922,"“The object of our Asylums is to provide a refuge for Catholic children, who have been deprived of one or both of their parents; children who have either no one to look to for support, or whose surviving parent is unable to provide a home for them.""[In which] they might be exposed to the danger of being necessarily placed, in some situation, where they would lose their faith.”",6,5,"“St. John’s Orphan Asylum: Forty-Ninth Street and Wyalusing Avenue.” In Year Book, 1922. Archdiocese of Philadelphia: Catholic Charities and Social Welfare Activists. Philadelphia, PA: The Catholic Children’s Bureau, 1922.",Mission Statement,2014-11-25T00:02:59+00:00,None,None,None,None,False,0,files,http://ds.haverford.edu/lancasterproject/api/files?item=285,285,20,Thing,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/20,2014-11-25T00:37:47+00:00,12,users,http://ds.haverford.edu/lancasterproject/api/users/12,False,orphanage,http://ds.haverford.edu/lancasterproject/api/items/285
"POLYGON((-8373449.5250483 4861571.4152748,-8373220.2139635 4861600.0791604,-8373210.6593349 4861437.650475302,-8373435.1931055 4861404.2092755,-8373449.5250483 4861571.4152748))|15|-8373394.5859342|4861512.8931750|osm
49th Street and Wyalusing Avenue",1935,"A Brief Chronology of Construction Projects:
Main Building  & Chapel (A, B, C, &D): 1851
Main Garage, Laundry Building, School Building 1: pre-1895
School building 2 (marked Dormitory), Isolation Building, & additions to Main Garage, Main Building (band room and clinic): 1895-1910

",7,5,"“Plan of St. John’s Orphan Asylum.” Philadelphia, PA, 1935. PAHRC.
Auditorium & Pool: 1922-1925",A Map of St. John's,2014-11-25T01:32:39+00:00,None,None,None,None,False,1,files,http://ds.haverford.edu/lancasterproject/api/files?item=286,286,20,Thing,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/20,2014-12-01T05:23:55+00:00,12,users,http://ds.haverford.edu/lancasterproject/api/users/12,False,"change, map, orphanage, Plans",http://ds.haverford.edu/lancasterproject/api/items/286
None,None,None,None,None,None,None,2014-11-26T00:47:44+00:00,None,None,None,None,False,1,files,http://ds.haverford.edu/lancasterproject/api/files?item=287,287,None,None,None,None,2014-11-26T00:47:44+00:00,8,users,http://ds.haverford.edu/lancasterproject/api/users/8,False,None,http://ds.haverford.edu/lancasterproject/api/items/287
None,"February 28, 1907","In one of his college writing assignments: “The Character of Benjamin Franklin typifies American human nature of the Eighteenth Century. Tho’ of inconspicuous origin, and passing his earlier life among vagabonds, by strict attention to business and by his inborn common-sense, he gradually raised himself above his level. His character may be described as strictly materialistic and rationalistic—and this may be very well shown by his religious feelings. He judged religion by its effects on every-day life and conduct. Unlike his contemporaries he devoted more time to the study of earthly accomplishment than to the relation of man to eternity. Franklin gave a great deal of shrewd thought to the morals of this life, and compiled many popular aphorisms—also his list of virtues and ‘Rules of Conduct.’ His nature was not without humor—but of that kind which, as Macaulay says ‘throws a double portion of severity into his countenance while laughing inwardly.’”",7,4,"Christopher Morley, “The Character of Benjamin Franklin,” February 28, 1907.",The Character of Benjamin Franklin,2014-11-26T19:44:01+00:00,None,None,None,None,False,0,files,http://ds.haverford.edu/lancasterproject/api/files?item=288,288,18,Person,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/18,2014-12-03T16:26:01+00:00,10,users,http://ds.haverford.edu/lancasterproject/api/users/10,False,high-spirited triviality and the joke,http://ds.haverford.edu/lancasterproject/api/items/288
None,"October 28, 1907","Christopher Morley in college on daydreaming as idling: ""We should not let a day pass without both physical and mental exercise. But, just as rest is necessary after physical labor, so we need recreation and relaxation from mental strain. And where can we find this better than in day dreams? in this Poet’s No-Man’s Land of the imagination where we cast off the shackles of What Is and revel in delicious dreams of What Might Be.
	But day-dreams are properly of two kinds—those of the Idle Fancy, and Dreams of Unrealized Possibility, both of which let us glance at.
	In the dreams of Idle Fancy we become children again in spirit. We ourselves embody all our ideals—we imagine ourselves as heroes. These dreams have no correspondence in reality—there are merely the instinctive flight of the soul from the humdrum round of daily life. If not indulged in too extravagantly these dreams have a tonic and recreative effect on the mind.
	Daydreams of Unrealized possibility are rather different. They always look forward to the future, and deal with the actual realization of Ideals—they are possible. They are a mental stimulus and inspiration, and are really prophetic visions which contain “the seed of future good and future need.” And so we see that in our day-dreams we are able to get outside of ourselves and follow the sunset, so that we may always see the world bathed in a mellow golden splendor. Hard, cold, stern realities are laid aside, and our pleasure is bounded only by the confines of our imagination."" Imagination as a tool to vivify the sternness of reality.",7,4,"Christopher Morley, ""Day Dreams as a Mental Recreation,"" October 28, 1907",Daydreams as a Mental Recreation,2014-11-26T19:46:56+00:00,None,None,None,None,False,0,files,http://ds.haverford.edu/lancasterproject/api/files?item=289,289,20,Thing,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/20,2014-12-03T16:29:31+00:00,10,users,http://ds.haverford.edu/lancasterproject/api/users/10,False,Christophalia,http://ds.haverford.edu/lancasterproject/api/items/289
None,1916,"From Christopher Morley's draft of his essay on humor: “Every one, except my wife, has always credited me with having a satisfactorily high voltage of humour. The question of how to appear humorous to one’s wife is a problem whose solution I am unable to approach. Before we were married I used to go to call on her, and take with me orchids, chocolates, theater tickets, and other small talk of that kind, and she always laughed with a will at these witticisms. But now I struggle home through the suburban snowdrifts freighted with machine oil for the baby or flannel petticoats for the lawn mower, and I never raise a single guffaw.” Marriage took away humor.",8,4,"Christopher Morley, ""A Gossip about Humour,"" 1916, 2.",High voltage of humor and marriage,2014-11-26T19:49:41+00:00,None,None,None,None,False,0,files,http://ds.haverford.edu/lancasterproject/api/files?item=290,290,18,Person,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/18,2014-12-03T16:26:01+00:00,10,users,http://ds.haverford.edu/lancasterproject/api/users/10,False,high-spirited triviality and the joke,http://ds.haverford.edu/lancasterproject/api/items/290
None,1916,"Another fecund source of merriment: “last wills and testaments:” “The elderly aunt who has willed all her money to you, and then gets a paralytic stroke, is one of the most truly humorous figures in the world. This matter of being kind to people who are about to make a will has always appealed me strongly. I see in the papers that a young lady, strolling three years ago by the surf at Revere Beach, saw an elderly woman stumble in the sand. She assisted her to her feet, lent her a slab of reviving pepsis, and powdered her nose for her. Now the old lady has died and left the young person three thousand dollars. I hurried to Revere Beach as soon as I read the article, but although I patrolled the sand all day, no one stumbled.”",9,4,"Christopher Morley, ""A Gossip on Humor,"" 1916, 3.",Humorous source of inheritance,2014-11-26T19:51:30+00:00,None,None,None,None,False,0,files,http://ds.haverford.edu/lancasterproject/api/files?item=291,291,18,Person,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/18,2014-12-03T16:26:01+00:00,10,users,http://ds.haverford.edu/lancasterproject/api/users/10,False,high-spirited triviality and the joke,http://ds.haverford.edu/lancasterproject/api/items/291
None,1916,"Stephen Leacock was a humorous writer who was widely read. He had correspondence with Morley, who was fond of quoting him when he discussed humor: “Professor Leacock, in his very delightful essay on American Humour (his his volume “Essays and and Literary Studies”) tells us that the basis of our sense of humour lies in the incongruity, the unfittingness, the want of harmony among things. … A realization of contrast between the ideal and the actual is then at the root of our sense of humour; particularly when the contrast flashes on us suddenly and unexpectedly, and is thus enhanced by the shock of surprise. Laughter is our unexplained but immediate physical reaction. In all probability we do not laugh because anything is funny: we realize it is funny because we find ourselves laughing”",9,4,"Christopher Morley, ""A Gossip about Humour,"" 1916, 5–6.",Christopher Morley's Stephen Leacock,2014-11-26T19:53:53+00:00,None,None,None,None,False,0,files,http://ds.haverford.edu/lancasterproject/api/files?item=292,292,18,Person,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/18,2014-12-03T16:26:01+00:00,10,users,http://ds.haverford.edu/lancasterproject/api/users/10,False,high-spirited triviality and the joke,http://ds.haverford.edu/lancasterproject/api/items/292
None,1907,"In his college notebook where he collected quotes from famous authors, Morley copied down a long passage from H.W. Mabie's essay, ""Country Sights and Sounds,"" which read: Country life as a whole is steeped in the picturesque.
	We are children of the sun, and, much as we love our hearth’s tones, we are never quite at home unless we have the freedom of the out-of-door world.
	There has never been in the long history of education, a better school for the open minded, imaginative boy or girl than the farm. Every day sets its tasks, every task teaches its lessons, and nature stands looking over the student’s shoulder and quietly whispering some of her deepest secrets to her fortunate child.”",5,4,"Christopher Morley, “Christopher D. Morley. February 20, 1907. Haverford College,” 1907, unpaginated.",Christopher Morley's arcadia,2014-11-26T19:58:02+00:00,None,None,None,None,False,0,files,http://ds.haverford.edu/lancasterproject/api/files?item=293,293,19,Place,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/19,2014-11-26T19:58:02+00:00,10,users,http://ds.haverford.edu/lancasterproject/api/users/10,False,None,http://ds.haverford.edu/lancasterproject/api/items/293
None,ca. 1890s?,"Upon going through Christopher Morley's archive, his childhood notebook where he collected memorabilia was full of photographs of trains.",5,4,"Christopher Morley, ""'Youth,' an anthology,"" 1917–18?",Trains and Christopher Morley,2014-11-26T20:01:50+00:00,None,None,None,None,False,0,files,http://ds.haverford.edu/lancasterproject/api/files?item=294,294,20,Thing,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/20,2014-11-26T20:01:50+00:00,10,users,http://ds.haverford.edu/lancasterproject/api/users/10,False,None,http://ds.haverford.edu/lancasterproject/api/items/294
"POLYGON((-8380688.350491 4866631.7854126,-8380714.6257195 4866592.3725699,-8380708.6540767 4866589.9839128,-8380683.5731768 4866630.5910841,-8380688.350491 4866631.7854126))|17|-8380718.8058694|4866467.6585416|osm
210 Lancaster Ave, Ardmore PA, 19003
November 2014","November 12, 2014","The view from Lancaster, peering down an alley, to the neighborhood of alleys and homes. Chung Sing and beyond.",6,5,"Picture taken by BJ Hillinck, Nov 12, 2014","A view to the rear, Chung Sing, Ardmore",2014-12-01T04:10:37+00:00,None,None,None,None,False,1,files,http://ds.haverford.edu/lancasterproject/api/files?item=295,295,19,Place,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/19,2014-12-01T04:10:37+00:00,11,users,http://ds.haverford.edu/lancasterproject/api/users/11,False,None,http://ds.haverford.edu/lancasterproject/api/items/295
